PLAYER NAME,PLAYER TEAM,PLAYER POSITION,LOC,OPP,STATUS,PROJ,PASSING C/A,PASSING YDS,PASSING TD,PASSING INT,RUSHING CAR,RUSHING YDS,RUSHING TD,RECEIVING REC,RECEIVING YDS,RECEIVING TD,RECEIVING TAR,MISC 2PC,MISC FUML,MISC TD,TOTAL
Keith Kirkwood,NO,WR,Home,Ten,W 16-15,1.0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Phillip Dorsett,Den,WR,Home,LV,L 16-17,3.6,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Tylan Wallace,Bal,WR,Home,Hou,W 25-9,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Adam Prentice,NO,RB,Home,Ten,W 16-15,0.7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Davis Allen,LAR,TE,Away,Sea,W 30-13,1.9,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Khari Blasingame,Chi,RB,Home,GB,L 20-38,0.0,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
Nick Bellore,Sea,RB,Home,LAR,L 13-30,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
MyCole Pruitt,Atl,TE,Home,Car,W 24-10,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nick Bawden,NYJ,RB,Home,Buf,W 22-16,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Geoff Swaim,Ari,TE,Away,Wsh,L 16-20,1.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kearis Jackson,Ten,WR,Away,NO,L 15-16,0.5,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Godwin Igwebuike,Pit,RB,Home,SF,L 7-30,1.1,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Stone Smartt,LAC,TE,Home,Mia,L 34-36,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jesper Horsted,LV,TE,Away,Den,W 17-16,0.6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Matt Bushman,KC,TE,Home,Det,L 20-21,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
David Wells,TB,TE,Away,Min,W 20-17,0.6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ben Sims,GB,TE,Away,Chi,W 38-20,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Parker Hesse,Atl,TE,Home,Car,W 24-10,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Juwann Winfree,Ind,WR,Home,Jax,L 21-31,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jake Browning,Cin,QB,Away,Cle,L 3-24,0.0,0/1,0,0,0,1,-1,0,0,0,0,0,0,0,0,-0.1
Jamal Agnew,Jax,WR,Away,Ind,W 31-21,3.0,0/0,0,0,0,2,-2,0,0,0,0,0,0,0,0,-0.2
Sam Darnold,SF,QB,Away,Pit,W 30-7,0.0,0/0,0,0,0,2,-2,0,0,0,0,0,0,0,0,-0.2
Keaontay Ingram,Ari,RB,Away,Wsh,L 16-20,3.7,0/0,0,0,0,5,-4,0,0,0,0,0,0,0,0,-0.4
D'Ernest Johnson,Jax,RB,Away,Ind,W 31-21,1.1,0/0,0,0,0,1,-4,0,0,0,0,0,0,0,0,-0.4
Keenan Allen,LAC,WR,Away,Ten,L 24-27,15.2,0/0,0,0,0,0,0,0,8,111,2,10,0,0,0,31.1
Daniel Jones,NYG,QB,Away,Ari,W 31-28,18.1,26/37,321,2,1,9,59,1,0,0,0,0,0,0,0,30.74
Puka Nacua,LAR,WR,Home,SF,L 23-30,12.2,0/0,0,0,0,2,4,0,15,147,0,20,0,0,0,30.1
Mike Evans,TB,WR,Home,Chi,W 27-17,13.6,0/0,0,0,0,0,0,0,6,171,1,8,0,0,0,29.1
Brian Robinson Jr.,Wsh,RB,Away,Den,W 35-33,10.7,0/0,0,0,0,18,87,2,2,42,0,3,0,0,0,28.9
Tee Higgins,Cin,WR,Home,Bal,L 24-27,14.7,0/0,0,0,0,0,0,0,8,89,2,12,0,0,0,28.9
Kirk Cousins,Min,QB,Away,Phi,L 28-34,17.9,31/44,364,4,0,0,0,0,0,0,0,0,0,1,0,28.56
Kyren Williams,LAR,RB,Home,SF,L 23-30,11.5,0/0,0,0,0,14,52,1,6,48,1,10,0,0,0,28.0
Nico Collins,Hou,WR,Home,Ind,L 20-31,10.2,0/0,0,0,0,0,0,0,7,146,1,9,0,0,0,27.6
Saquon Barkley,NYG,RB,Away,Ari,W 31-28,18.6,0/0,0,0,0,17,63,1,6,29,1,7,0,0,0,27.2
D'Andre Swift,Phi,RB,Home,Min,W 34-28,12.1,0/0,0,0,0,28,175,1,3,6,0,3,0,0,0,27.1
Russell Wilson,Den,QB,Home,Wsh,L 33-35,15.8,18/32,308,3,1,6,56,0,0,0,0,0,0,1,0,25.92
Tyler Lockett,Sea,WR,Away,Det,W 37-31,13.0,0/0,0,0,0,0,0,0,8,59,2,10,0,0,0,25.9
Raheem Mostert,Mia,RB,Away,NE,W 24-17,12.4,0/0,0,0,0,18,121,2,1,6,0,1,0,0,0,25.7
T.J. Hockenson,Min,TE,Away,Phi,L 28-34,13.5,0/0,0,0,0,0,0,0,7,66,2,8,0,0,0,25.6
CeeDee Lamb,Dal,WR,Home,NYJ,W 30-10,16.1,0/0,0,0,0,0,0,0,11,143,0,13,0,0,0,25.3
Joshua Dobbs,Ari,QB,Home,NYG,L 28-31,13.0,21/31,228,1,0,3,41,1,0,0,0,0,0,0,0,25.22
Jalen Hurts,Phi,QB,Home,Min,W 34-28,24.7,18/23,193,1,1,12,35,2,0,0,0,0,0,0,0,25.22
Justin Jefferson,Min,WR,Away,Phi,L 28-34,22.1,0/0,0,0,0,0,0,0,11,159,0,13,0,1,0,24.9
Jerome Ford,Cle,RB,Away,Pit,L 22-26,6.1,0/0,0,0,0,16,106,0,3,25,1,4,0,0,0,24.1
Josh Allen,Buf,QB,Home,LV,W 38-10,24.4,31/37,274,3,0,3,7,0,0,0,0,0,0,0,0,23.66
Josh Reynolds,Det,WR,Home,Sea,L 31-37,8.1,0/0,0,0,0,0,0,0,5,66,2,6,0,0,0,23.6
Geno Smith,Sea,QB,Away,Det,W 37-31,17.6,32/41,328,2,0,3,20,0,0,0,0,0,0,0,0,23.12
DeVonta Smith,Phi,WR,Home,Min,W 34-28,15.0,0/0,0,0,0,0,0,0,4,131,1,5,0,0,0,23.1
Jared Goff,Det,QB,Home,Sea,L 31-37,15.7,28/35,323,3,1,0,0,0,0,0,0,0,0,0,0,22.92
Lamar Jackson,Bal,QB,Away,Cin,W 27-24,20.6,24/33,237,2,0,12,54,0,0,0,0,0,0,0,0,22.88
George Pickens,Pit,WR,Home,Cle,W 26-22,11.4,0/0,0,0,0,0,0,0,4,127,1,10,0,0,0,22.7
Christian McCaffrey,SF,RB,Away,LAR,W 30-23,22.3,0/0,0,0,0,20,116,1,3,19,0,3,0,0,0,22.5
Justin Herbert,LAC,QB,Away,Ten,L 24-27,19.0,27/41,305,2,0,1,0,0,0,0,0,0,0,0,0,22.2
Deebo Samuel,SF,WR,Away,LAR,W 30-23,14.3,0/0,0,0,0,5,38,1,6,63,0,9,0,0,0,22.1
Christian Kirk,Jax,WR,Home,KC,L 9-17,10.4,1/1,-1,0,0,0,0,0,11,110,0,14,0,0,0,21.96
C.J. Stroud,Hou,QB,Home,Ind,L 20-31,14.1,30/47,384,2,0,3,1,0,0,0,0,0,0,1,0,21.46
Desmond Ridder,Atl,QB,Home,GB,W 25-24,12.4,19/32,237,1,1,10,39,1,0,0,0,0,0,0,0,21.38
Rachaad White,TB,RB,Home,Chi,W 27-17,15.1,0/0,0,0,0,17,73,1,5,30,0,5,0,0,0,21.3
Sam Howell,Wsh,QB,Away,Den,W 35-33,14.9,27/39,299,2,0,2,13,0,0,0,0,0,0,0,0,21.26
Patrick Mahomes,KC,QB,Away,Jax,W 17-9,23.3,29/41,305,2,1,7,30,0,0,0,0,0,0,0,0,21.2
Bijan Robinson,Atl,RB,Home,GB,W 25-24,16.4,0/0,0,0,0,19,124,0,4,48,0,5,0,0,0,21.2
Gabe Davis,Buf,WR,Home,LV,W 38-10,11.6,0/0,0,0,0,0,0,0,6,92,1,7,0,0,0,21.2
Ryan Tannehill,Ten,QB,Home,LAC,W 27-24,15.4,20/24,246,1,0,1,12,1,0,0,0,0,0,0,0,21.04
Zack Moss,Ind,RB,Away,Hou,W 31-20,10.2,0/0,0,0,0,18,88,1,4,19,0,4,0,0,0,20.7
Brandon Johnson,Den,WR,Home,Wsh,L 33-35,2.0,0/0,0,0,0,0,0,0,2,66,2,3,0,0,0,20.6
Davante Adams,LV,WR,Away,Buf,L 10-38,19.2,0/0,0,0,0,0,0,0,6,84,1,8,0,0,0,20.4
Adam Thielen,Car,WR,Home,NO,L 17-20,8.0,0/0,0,0,0,0,0,0,7,54,1,9,0,0,0,20.4
Jordan Love,GB,QB,Away,Atl,L 24-25,15.3,14/25,151,3,0,2,23,0,0,0,0,0,0,0,0,20.34
Marvin Mims Jr.,Den,WR,Home,Wsh,L 33-35,2.3,0/0,0,0,0,2,10,0,2,113,1,2,0,0,0,20.3
Tank Dell,Hou,WR,Home,Ind,L 20-31,6.7,0/0,0,0,0,0,0,0,7,72,1,10,0,0,0,20.2
Tony Pollard,Dal,RB,Home,NYJ,W 30-10,17.4,0/0,0,0,0,25,72,0,7,37,0,8,0,0,0,19.9
James Cook,Buf,RB,Home,LV,W 38-10,14.9,0/0,0,0,0,17,123,0,4,36,0,4,0,0,0,19.9
Jayden Reed,GB,WR,Away,Atl,L 24-25,9.9,0/0,0,0,0,0,0,0,4,37,2,8,0,0,0,19.7
Dak Prescott,Dal,QB,Home,NYJ,W 30-10,15.7,31/38,255,2,0,6,14,0,0,0,0,0,0,0,0,19.6
Drake London,Atl,WR,Home,GB,W 25-24,11.0,0/0,0,0,0,0,0,0,6,67,1,8,0,0,0,18.7
Derrick Henry,Ten,RB,Home,LAC,W 27-24,17.8,0/0,0,0,0,25,80,1,3,15,0,4,0,0,0,18.5
Kenneth Walker III,Sea,RB,Away,Det,W 37-31,15.0,0/0,0,0,0,17,43,2,1,11,0,2,0,0,0,18.4
Baker Mayfield,TB,QB,Home,Chi,W 27-17,15.5,26/34,317,1,0,6,17,0,0,0,0,0,0,0,0,18.38
Anthony Richardson,Ind,QB,Away,Hou,W 31-20,17.6,6/10,56,0,0,3,35,2,0,0,0,0,0,0,0,17.74
Marquise Brown,Ari,WR,Home,NYG,L 28-31,12.1,0/0,0,0,0,0,0,0,6,54,1,10,0,0,0,17.4
Nelson Agholor,Bal,WR,Away,Cin,W 27-24,1.1,0/0,0,0,0,0,0,0,5,63,1,6,0,0,0,17.3
Hunter Henry,NE,TE,Home,Mia,L 17-24,8.0,0/0,0,0,0,0,0,0,6,52,1,7,0,0,0,17.2
James Conner,Ari,RB,Home,NYG,L 28-31,15.1,0/0,0,0,0,23,106,1,0,0,0,1,0,0,0,16.6
Mike Williams,LAC,WR,Away,Ten,L 24-27,12.6,0/0,0,0,0,1,3,0,8,83,0,13,0,0,0,16.6
DJ Moore,Chi,WR,Away,TB,L 17-27,12.2,0/0,0,0,0,0,0,0,6,104,0,7,0,0,0,16.4
Terry McLaurin,Wsh,WR,Away,Den,W 35-33,13.0,0/0,0,0,0,0,0,0,5,54,1,6,0,0,0,16.4
Garrett Wilson,NYJ,WR,Away,Dal,L 10-30,14.0,0/0,0,0,0,0,0,0,2,83,1,8,0,0,0,16.3
Jordan Addison,Min,WR,Away,Phi,L 28-34,11.7,0/0,0,0,0,0,0,0,3,72,1,5,0,0,0,16.2
Amari Cooper,Cle,WR,Away,Pit,L 22-26,0.0,0/0,0,0,0,0,0,0,7,90,0,10,0,0,0,16.0
Skyy Moore,KC,WR,Away,Jax,W 17-9,8.4,0/0,0,0,0,0,0,0,3,70,1,4,0,0,0,16.0
Mark Andrews,Bal,TE,Away,Cin,W 27-24,12.4,0/0,0,0,0,0,0,0,5,45,1,8,0,0,0,15.5
Tony Jones Jr.,Ari,RB,Home,NYG,L 28-31,0.0,0/0,0,0,0,12,34,2,0,0,0,2,0,0,0,15.4
Joe Burrow,Cin,QB,Home,Bal,L 24-27,20.7,27/41,222,2,1,1,5,0,0,0,0,0,0,0,0,15.38
Tutu Atwell,LAR,WR,Home,SF,L 23-30,10.5,0/0,0,0,0,1,5,0,7,77,0,9,0,0,0,15.2
Tyreek Hill,Mia,WR,Away,NE,W 24-17,22.0,0/0,0,0,0,0,0,0,5,40,1,9,0,0,0,15.0
Rhamondre Stevenson,NE,RB,Home,Mia,L 17-24,14.7,0/0,0,0,0,15,50,1,3,10,0,3,0,0,0,15.0
Brock Purdy,SF,QB,Away,LAR,W 30-23,17.1,17/25,206,0,0,3,5,1,0,0,0,0,0,0,0,14.74
Justin Fields,Chi,QB,Away,TB,L 17-27,19.0,16/29,211,1,2,4,3,1,0,0,0,0,0,0,0,14.74
Chris Olave,NO,WR,Away,Car,W 20-17,14.5,0/0,0,0,0,0,0,0,6,86,0,11,0,0,0,14.6
Amon-Ra St. Brown,Det,WR,Home,Sea,L 31-37,16.6,0/0,0,0,0,0,0,0,6,102,0,7,0,1,0,14.2
Isaiah Hodgins,NYG,WR,Away,Ari,W 31-28,7.5,0/0,0,0,0,0,0,0,4,40,1,5,0,0,0,14.0
Matthew Stafford,LAR,QB,Home,SF,L 23-30,14.2,34/55,307,1,2,4,17,0,0,0,0,0,0,0,0,13.98
Mac Jones,NE,QB,Home,Mia,L 17-24,14.2,31/42,231,1,1,5,25,0,0,0,0,0,0,0,0,13.74
Kalif Raymond,Det,WR,Home,Sea,L 31-37,3.8,0/0,0,0,0,1,11,0,2,46,1,3,0,0,0,13.7
Stefon Diggs,Buf,WR,Home,LV,W 38-10,17.9,0/0,0,0,0,0,0,0,7,66,0,7,0,0,0,13.6
Darren Waller,NYG,TE,Away,Ari,W 31-28,11.1,0/0,0,0,0,0,0,0,6,76,0,8,0,0,0,13.6
Michael Pittman Jr.,Ind,WR,Away,Hou,W 31-20,13.4,0/0,0,0,0,0,0,0,8,56,0,12,0,0,0,13.6
Bryce Young,Car,QB,Home,NO,L 17-20,12.7,22/33,153,1,0,2,34,0,0,0,0,0,0,1,0,13.52
Joe Mixon,Cin,RB,Home,Bal,L 24-27,16.0,0/0,0,0,0,13,59,0,4,36,0,5,0,0,0,13.5
DK Metcalf,Sea,WR,Away,Det,W 37-31,15.4,0/0,0,0,0,0,0,0,6,75,0,6,0,0,0,13.5
Robert Woods,Hou,WR,Home,Ind,L 20-31,9.2,0/0,0,0,0,0,0,0,6,74,0,9,0,0,0,13.4
Jahmyr Gibbs,Det,RB,Home,Sea,L 31-37,13.2,0/0,0,0,0,7,17,0,7,39,0,9,0,0,0,12.6
Jaylen Warren,Pit,RB,Home,Cle,W 26-22,7.3,0/0,0,0,0,6,20,0,4,66,0,6,0,0,0,12.6
Travis Kelce,KC,TE,Away,Jax,W 17-9,16.8,0/0,0,0,0,0,0,0,4,26,1,9,0,0,0,12.6
Chase Claypool,Mia,WR,Away,NE,W 24-17,5.2,0/0,0,0,0,0,0,0,3,36,1,8,0,0,0,12.6
Michael Thomas,NO,WR,Away,Car,W 20-17,11.4,0/0,0,0,0,0,0,0,7,55,0,9,0,0,0,12.5
Jaylen Waddle,Mia,WR,Away,NE,W 24-17,14.5,0/0,0,0,0,1,-2,0,4,86,0,6,0,0,0,12.4
David Montgomery,Det,RB,Home,Sea,L 31-37,13.6,0/0,0,0,0,16,67,1,1,7,0,1,0,1,0,12.4
K.J. Osborn,Min,WR,Away,Phi,L 28-34,8.6,0/0,0,0,0,0,0,0,3,34,1,6,0,0,0,12.4
Tua Tagovailoa,Mia,QB,Away,NE,W 24-17,17.9,21/30,249,1,1,4,3,0,0,0,0,0,0,0,0,12.26
Gus Edwards,Bal,RB,Away,Cin,W 27-24,5.6,0/0,0,0,0,10,62,1,0,0,0,0,0,0,0,12.2
Dontayvion Wicks,GB,WR,Away,Atl,L 24-25,7.1,0/0,0,0,0,0,0,0,2,40,1,4,0,0,0,12.0
Evan Engram,Jax,TE,Home,KC,L 9-17,9.8,0/0,0,0,0,0,0,0,6,57,0,8,0,0,0,11.7
DeVante Parker,NE,WR,Home,Mia,L 17-24,7.7,0/0,0,0,0,0,0,0,6,57,0,8,0,0,0,11.7
Courtland Sutton,Den,WR,Home,Wsh,L 33-35,11.2,0/0,0,0,0,0,0,0,5,66,0,7,0,0,0,11.6
Deshaun Watson,Cle,QB,Away,Pit,L 22-26,17.0,22/40,235,1,1,6,22,0,0,0,0,0,0,2,0,11.6
Zach Ertz,Ari,TE,Home,NYG,L 28-31,8.7,0/0,0,0,0,0,0,0,6,56,0,8,0,0,0,11.6
Nick Westbrook-Ikhine,Ten,WR,Home,LAC,W 27-24,7.2,0/0,0,0,0,0,0,0,3,25,1,3,0,0,0,11.5
Sam LaPorta,Det,TE,Home,Sea,L 31-37,8.6,0/0,0,0,0,0,0,0,5,63,0,6,0,0,0,11.3
Tyler Boyd,Cin,WR,Home,Bal,L 24-27,8.8,0/0,0,0,0,0,0,0,6,52,0,8,0,0,0,11.2
Gardner Minshew,Ind,QB,Away,Hou,W 31-20,0.0,19/23,171,1,0,2,3,0,0,0,0,0,0,0,0,11.14
Latavius Murray,Buf,RB,Home,LV,W 38-10,3.3,0/0,0,0,0,6,22,1,2,9,0,2,0,0,0,11.1
Jalin Hyatt,NYG,WR,Away,Ari,W 31-28,4.4,0/0,0,0,0,0,0,0,2,89,0,2,0,0,0,10.9
Chris Godwin,TB,WR,Home,Chi,W 27-17,13.8,0/0,0,0,0,0,0,0,5,58,0,8,0,0,0,10.8
Zay Flowers,Bal,WR,Away,Cin,W 27-24,12.2,0/0,0,0,0,1,6,0,4,62,0,5,0,0,0,10.8
Treylon Burks,Ten,WR,Home,LAC,W 27-24,10.3,0/0,0,0,0,0,0,0,3,76,0,4,0,0,0,10.6
Kylen Granson,Ind,TE,Away,Hou,W 31-20,5.1,0/0,0,0,0,0,0,0,3,16,1,4,0,0,0,10.6
Rashid Shaheed,NO,WR,Away,Car,W 20-17,9.4,0/0,0,0,0,0,0,0,4,63,0,4,0,0,0,10.3
Kenny Pickett,Pit,QB,Home,Cle,W 26-22,13.8,15/30,222,1,1,4,-6,0,0,0,0,0,0,0,0,10.28
Logan Thomas,Wsh,TE,Away,Den,W 35-33,8.0,0/0,0,0,0,0,0,0,2,22,1,3,0,0,0,10.2
Cade Otton,TB,TE,Home,Chi,W 27-17,6.5,0/0,0,0,0,0,0,0,6,41,0,6,0,0,0,10.1
Jake Ferguson,Dal,TE,Home,NYJ,W 30-10,8.1,0/0,0,0,0,0,0,0,3,11,1,4,0,0,0,10.1
Chuba Hubbard,Car,RB,Home,NO,L 17-20,7.5,0/0,0,0,0,2,16,0,5,34,0,5,0,0,0,10.0
Tyler Conklin,NYJ,TE,Away,Dal,L 10-30,6.3,0/0,0,0,0,0,0,0,5,50,0,6,0,0,0,10.0
Dawson Knox,Buf,TE,Home,LV,W 38-10,7.3,0/0,0,0,0,0,0,0,3,10,1,5,0,0,0,10.0
Josh Jacobs,LV,RB,Away,Buf,L 10-38,15.7,0/0,0,0,0,9,-2,0,5,51,0,6,0,0,0,9.9
Noah Fant,Sea,TE,Away,Det,W 37-31,5.2,0/0,0,0,0,0,0,0,4,56,0,4,0,0,0,9.6
Dalton Kincaid,Buf,TE,Home,LV,W 38-10,8.3,0/0,0,0,0,0,0,0,5,43,0,6,0,0,0,9.3
Damien Harris,Buf,RB,Home,LV,W 38-10,4.6,0/0,0,0,0,7,33,1,0,0,0,0,0,0,0,9.3
Trevor Lawrence,Jax,QB,Home,KC,L 9-17,18.4,22/41,216,0,0,5,26,0,0,0,0,0,0,1,0,9.24
Darius Slayton,NYG,WR,Away,Ari,W 31-28,7.0,0/0,0,0,0,0,0,0,3,62,0,6,0,0,0,9.2
Mack Hollins,Atl,WR,Home,GB,W 25-24,6.0,0/0,0,0,0,0,0,0,3,60,0,6,0,0,0,9.0
Kadarius Toney,KC,WR,Away,Jax,W 17-9,7.4,0/0,0,0,0,1,3,0,5,35,0,5,0,0,0,8.8
Taysom Hill,NO,TE,Away,Car,W 20-17,4.4,1/1,8,0,0,9,75,0,1,-1,0,2,0,0,0,8.72
Jonnu Smith,Atl,TE,Home,GB,W 25-24,2.2,0/0,0,0,0,0,0,0,4,47,0,6,0,0,0,8.7
Michael Wilson,Ari,WR,Home,NYG,L 28-31,7.2,0/0,0,0,0,0,0,0,3,56,0,3,0,0,0,8.6
Jaxon Smith-Njigba,Sea,WR,Away,Det,W 37-31,11.3,0/0,0,0,0,0,0,0,5,34,0,6,0,0,0,8.4
Zach Wilson,NYJ,QB,Away,Dal,L 10-30,13.2,12/27,170,1,3,5,36,0,0,0,0,0,0,0,0,8.4
Antonio Gibson,Wsh,RB,Away,Den,W 35-33,8.5,0/0,0,0,0,2,9,0,3,44,0,3,0,0,0,8.3
Justice Hill,Bal,RB,Away,Cin,W 27-24,7.4,0/0,0,0,0,11,41,0,3,12,0,3,0,0,0,8.3
Mike Gesicki,NE,TE,Home,Mia,L 17-24,5.3,0/0,0,0,0,0,0,0,5,33,0,6,0,0,0,8.3
Dallas Goedert,Phi,TE,Home,Min,W 34-28,10.4,0/0,0,0,0,0,0,0,6,22,0,7,0,0,0,8.2
Ja'Marr Chase,Cin,WR,Home,Bal,L 24-27,20.2,0/0,0,0,0,0,0,0,5,31,0,8,0,0,0,8.1
Khalil Shakir,Buf,WR,Home,LV,W 38-10,1.2,0/0,0,0,0,0,0,0,1,11,1,1,0,0,0,8.1
DeAndre Hopkins,Ten,WR,Home,LAC,W 27-24,12.9,0/0,0,0,0,0,0,0,4,40,0,5,0,0,0,8.0
Isiah Pacheco,KC,RB,Away,Jax,W 17-9,12.6,0/0,0,0,0,12,70,0,1,0,0,2,0,0,0,8.0
Javonte Williams,Den,RB,Home,Wsh,L 33-35,14.8,0/0,0,0,0,12,44,0,2,14,0,3,0,0,0,7.8
Cole Kmet,Chi,TE,Away,TB,L 17-27,8.2,0/0,0,0,0,0,0,0,4,38,0,6,0,0,0,7.8
JuJu Smith-Schuster,NE,WR,Home,Mia,L 17-24,5.4,0/0,0,0,0,0,0,0,5,28,0,6,0,0,0,7.8
Miles Sanders,Car,RB,Home,NO,L 17-20,13.7,0/0,0,0,0,14,43,0,3,4,0,5,0,0,0,7.7
Gerald Everett,LAC,TE,Away,Ten,L 24-27,7.1,0/0,0,0,0,0,0,0,3,47,0,3,0,0,0,7.7
Josh Downs,Ind,WR,Away,Hou,W 31-20,7.2,0/0,0,0,0,0,0,0,4,37,0,5,0,0,0,7.7
John Bates,Wsh,TE,Away,Den,W 35-33,0.9,0/0,0,0,0,0,0,0,3,46,0,5,0,0,0,7.6
Tyjae Spears,Ten,RB,Home,LAC,W 27-24,6.0,0/0,0,0,0,8,49,0,2,6,0,2,0,0,0,7.5
Chigoziem Okonkwo,Ten,TE,Home,LAC,W 27-24,7.9,0/0,0,0,0,0,0,0,4,35,0,4,0,0,0,7.5
Jimmy Garoppolo,LV,QB,Away,Buf,L 10-38,14.9,16/24,185,1,2,1,1,0,0,0,0,0,0,0,0,7.5
Dalton Schultz,Hou,TE,Home,Ind,L 20-31,9.1,0/0,0,0,0,0,0,0,4,34,0,7,0,0,0,7.4
Brandon Aiyuk,SF,WR,Away,LAR,W 30-23,13.9,0/0,0,0,0,0,0,0,3,43,0,6,0,0,0,7.3
AJ Dillon,GB,RB,Away,Atl,L 24-25,15.4,0/0,0,0,0,15,55,0,1,8,0,1,0,0,0,7.3
Justin Watson,KC,WR,Away,Jax,W 17-9,1.4,0/0,0,0,0,0,0,0,3,62,0,5,0,1,0,7.2
Salvon Ahmed,Mia,RB,Away,NE,W 24-17,4.7,0/0,0,0,0,3,13,0,3,28,0,3,0,0,0,7.1
Jauan Jennings,SF,WR,Away,LAR,W 30-23,3.5,0/0,0,0,0,0,0,0,2,51,0,3,0,0,0,7.1
Elijah Moore,Cle,WR,Away,Pit,L 22-26,9.7,0/0,0,0,0,1,5,0,3,36,0,9,0,0,0,7.1
Luke Schoonmaker,Dal,TE,Home,NYJ,W 30-10,0.5,0/0,0,0,0,0,0,0,1,1,1,1,0,0,0,7.1
A.J. Brown,Phi,WR,Home,Min,W 34-28,15.1,0/0,0,0,0,0,0,0,4,29,0,6,0,0,0,6.9
Kendrick Bourne,NE,WR,Home,Mia,L 17-24,9.7,0/0,0,0,0,0,0,0,4,29,0,9,0,0,0,6.9
Will Mallory,Ind,TE,Away,Hou,W 31-20,2.9,0/0,0,0,0,0,0,0,2,49,0,2,0,0,0,6.9
Khalil Herbert,Chi,RB,Away,TB,L 17-27,10.5,0/0,0,0,0,7,35,0,1,23,0,3,0,0,0,6.8
